"Annotation","mean_group1","sd_group1","mean_group2","sd_group2","p.val","p.adj"
"Oxidoreductases..1.......",69.1788836979363,40.826751333436,65.6729313395535,32.7608319208178,2.13609347725609e-06,0.00292950125215891
"Monosaccharide.transporting.ATPase..3.6.3.17.",37.4883725240926,23.5185245348066,37.7176396879191,24.8020149898469,3.88013410881974e-06,0.00292950125215891
"DNA.directed.RNA.polymerase..2.7.7.6.",131.016826345192,83.0912935833724,165.141806680721,80.48949011534,0.0001011345749623,0.0466717125609308
"X6.phospho.beta.glucosidase..3.2.1.86.",10.1283811559909,8.76013517980159,13.796098104091,14.2410779734552,0.000123633675658095,0.0466717125609308
